address,country,exchanges,focus,hours,last_exchange,members,name,notes,offers,phone,postal,requests,slug,sponsor,url,url_2,mission
120 South Street,United States,19,,170,2 weeks 4 days ago,52,Together We Can,,3,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">845-432-4033</span>
</div>","Newburgh, New York 12550",6,timebanks/together-we-can,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Individuals Making Positive Advancements in their Communities Together, Inc.</span>
</div>",http://togetherwecan.timebanks.org,,"The mission of Together We Can Timebank is to address the needs of the Newburgh community through the power of its people.  We aim to help people within The City of Newburgh realize that their interests, skills, and abilities can contribute to the betterment of the Newburgh community and to society at-large. We also aim to help people realize that service to others builds a more interconnected and neighborly community for our beautiful city and that this connection to others is vital for any advancement we may seek."
5833 Meetinghouse Rd,United States,136,,317,24 weeks 6 hours ago,41,Tully Area TimeBank,,15,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">315-416-6629</span>
</div>","Tully, New York 13159",15,timebanks/tully-area-timebank,,http://tullyarea.timebanks.org,,"The mission of the Tully Area Timebank is to create and support an easily accessible system which encourages participation and an egalitarian exchange of skills, talents, knowledge, and services for the time spent instead of for monetary value. It weaves our community members' individual assets into a mutually beneficial, multigenerational collaboration, strengthening the fiber of our community and meeting real needs for services among our citizens in a never-ending process of sharing."
1929 Hammerlin Avenue,United States,none (start up),,none (start up),none (start up),2,Ubuntu,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">407-432-1597</span>
</div>","Winter Park, Florida 32789",0,timebanks/ubuntu,,http://ubuntu.timebanks.org,,"UBUNTU Contributionism is a new social and economic system that guarantees the happiness, abundance and prosperity of every human on the planet. In an effort to help our fellow humans using our natural talents, and in an effort to do away with the monetary system, we are beginning a Time Bank."
"4200 Connecticut Ave NW, Building 38 2nd Floor",United States,1993,,7460,5 hours 19 min ago,329,UDC TimeBank,,5,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">not listed</span>
</div>","Washington, District Of Columbia 20008",2,timebanks/udc-timebank,,http://udc.timebanks.org,,"The University of the District of Columbia students have a wealth of skills, experience, and services to offer each other, and to the District of Columbia!"
310 Waiwhetu Road,New Zealand,186,,670,4 weeks 6 days ago,94,Unity Exchange,,13,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">273723385</span>
</div>","Lower Hutt, Wellington 5010",19,timebanks/unity-exchange,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">The Common Unity Project Aotearoa</span>
</div>",http://unityexchange.timebanks.org,,The Unity Exchange exists to enable all community members to be able to use their resources and skills as a method of exchange that does not require money.
178 McCormick Road,United States,none (start up),,none (start up),none (start up),2,UVa Time Bank,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">703-939-7835</span>
</div>","Charlottesville, Virginia 22903",0,timebanks/uva-time-bank,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">The University of Virginia</span>
</div>",http://uva.timebanks.org,,The UVa Time Bank strives to create a platform of connectivity amongst both students and residents of the Charlottesville community. This time bank will serve to foster an economy fueled by the exchange of skills and talents through a universal currency: time.
4424 Reef Road,United States,112,,217,3 years 3 days ago,36,Village Cooperative Exchange,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">626-922-6023</span>
</div>","Marietta, Georgia 30066",0,timebanks/village-cooperative-exchange,,http://villagece.timebanks.org,,The mission of the Village Cooperative Exchange is to build and strengthen relationships within its community. Connecting people’s unmet needs and untapped resources.
25 Ward Street,New Zealand,1913,,4686,19 weeks 6 days ago,245,Waikato TimeBank,,12,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">64 7 834 2249</span>
</div>","Hamilton,  3244",10,timebanks/hamilton-timebank,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Hamilton Permaculture Trust</span>
</div>",http://waikato.timebanks.org,,"Re-connecting communities, sharing resources & enhancing the quality of life one hour at a time"
"184 Kiriwhakapapa Road, RD 1",New Zealand,159,,324,6 days 23 hours ago,62,Wairarapa Timebank,,67,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">6463725866</span>
</div>","Masterton, Wairarapa, Wellington 5881",66,timebanks/wairarapa-timebank,,http://wairarapa.timebanks.org,,Providing a Timebank Service for the Wairarapa Community
"35 Tulliemet Road, RD 8O",New Zealand,227,,372,48 weeks 2 days ago,44,Waitaki TimeBank,,2,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">03 434 0999</span>
</div>","Oamaru,  9495",3,timebanks/timebank-waitaki,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">Natural Heritage Society</span>
</div>",http://waitaki.timebanks.org,,My TimeBank Mission Statement
73 Brownston Street,New Zealand,57,,920,28 weeks 16 hours ago,55,Wanaka Time Bank,,3,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">03 443 7799</span>
</div>","Wanaka, Otago 9305",3,timebanks/wanaka-time-bank,,http://wanaka.timebanks.org,,"Wanaka Time Bank facilitates sharing of our resources, skills and services to create abundance within our community for all."
"Cnr Rintoul and Colombo Streets, Newtown",New Zealand,8517,,21880,16 hours 8 min ago,593,Wellington Timebank,,78,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">(04) 920 6708</span>
</div>","Wellington,  6021",103,timebanks/wellington-south-time-bank,,http://wellingtonsouth.timebanks.org,,"Weaving reciprocity, resilience and generosity into our communities."
2201 W. Craig Rd,United States,35,,61,25 weeks 5 days ago,19,West Prairie Village Time Bank,,2,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">509-244-3469</span>
</div>","Spokane, Washington 99224",3,timebanks/west-prairie-village-time-bank,,http://westprairievillage.timebanks.org,,
6338 38th Ave SW,United States,3429,,9794,3 hours 18 min ago,405,West Seattle Timebank,,61,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">2062613586</span>
</div>","Seattle, Washington 98126",82,timebanks/west-seattle,,http://westseattle.timebanks.org,,"The West Seattle Timebank builds community by sharing volunteer time, talents and services."
1575 Main Street,United States,1,,1,1 year 31 weeks ago,10,Western North Carolina Writers Time Bank,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">423-413-3154</span>
</div>","Bryson City, North Carolina 28713",0,timebanks/western-north-carolina-writers-time-bank,,http://wncw.timebanks.org,,It is the mission of WNCW to develop and support a community of writers in Western North Carolina.  WNCW seeks to encourage a community where members can exchange service and assistance in the development of their writing skills.
6038 Empress,Canada,20,,30,2 years 29 weeks ago,25,Windsor Essex Compassionate Community,,0,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">519-254-2581 ext. 2424</span>
</div>","Windsor, Ontario N8T 1B5",0,timebanks/windsor-essex-compassionate-community,"<div class=""views-field-field-tb-sponsor-value"">
<label class=""views-label-field-tb-sponsor-value"">
        Sponsoring Agency:
      </label>
<span class=""field-content"">The Hospice of Windsor and Essex County</span>
</div>",http://wecompassionatecommunity.timebanks.org,,"Working together to make ourselves, our citizens, and our community more well."
1887 Jamestown Lane,United States,158,,1058,6 days 3 hours ago,151,York Time Bank,,10,"<div class=""views-field-phone"">
<label class=""views-label-phone"">
        Phone:
      </label>
<span class=""field-content"">240-431-2736</span>
</div>","York, Pennsylvania 17408",9,timebanks/york-time-bank,,http://york.timebanks.org,,"The York County Time Bank exists to facilitate inclusive exchanges of time and talents, with the goal of nurturing resilient, interconnected community where everyone’s time is recognized as having equal value."
